timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ,Class
1492638965,40.44744479,-79.94418866,0,0.016998291,-0.962234497,0.203887939,-0.01699443,0.019258649,0.007239803,Pothole
1492638965,40.44744479,-79.94418866,0,0.050750732,-0.962997437,0.193954468,-0.01808313,0.004372644,0.000869788,Pothole
1492638965,40.44744479,-79.94418866,0,0.037414551,-0.959228516,0.191543579,-0.014992798,-0.009475793,0.000937166,Pothole
1492638965,40.44744479,-79.94418866,0,0.053787231,-0.963851929,0.277252197,-0.046893473,-0.001822135,0.001657019,Pothole
1492638965,40.44744479,-79.94418866,0,0.031646729,-0.95300293,0.271057129,-0.007370565,0.003238404,-0.004348676,Pothole
1492638966,40.44744479,-79.94418866,0,0.038772583,-0.947341919,0.28352356,-0.012811403,-0.008426774,-0.002241849,Pothole
1492638966,40.44744479,-79.94418866,0,0.04447937,-0.947998047,0.278518677,-0.017015735,-0.003081011,-0.003364904,Pothole
1492638966,40.44744479,-79.94418866,0,0.053283691,-0.947143555,0.274276733,-0.021337247,-0.009435047,-0.002326538,Pothole
1492638966,40.44744479,-79.94418866,0,0.048873901,-0.946350098,0.265258789,-0.026718164,-0.007271761,0.002943858,Pothole
1492638966,40.44745352,-79.94418913,0.409999996,0.050888062,-0.936584473,0.29548645,-0.025608158,-0.005151885,0.000817324,Pothole
1492638967,40.44745352,-79.94418913,0.409999996,0.036956787,-0.932571411,0.322357178,-0.026482474,0.006553507,-0.006685333,Pothole
1492638967,40.44745352,-79.94418913,0.409999996,0.053878784,-0.928588867,0.334365845,-0.016963804,-0.002018143,-0.006565757,Pothole
1492638967,40.44745352,-79.94418913,0.409999996,0.069717407,-0.923843384,0.325973511,-0.020331104,-0.009440906,0.001948635,Pothole
1492638967,40.44745352,-79.94418913,0.409999996,0.02684021,-0.934616089,0.354171753,-0.017927335,-0.004140683,-0.015099857,Pothole
1492638967,40.44746546,-79.94418978,1.470000029,0.065338135,-0.943786621,0.332443237,-0.027828169,-0.032795497,-0.007663779,Pothole
1492638968,40.44746546,-79.94418978,1.470000029,0.120620728,-0.899734497,0.317001343,-0.053428338,-0.036883716,-0.006849118,Pothole
1492638968,40.44746546,-79.94418978,1.470000029,0.051376343,-0.909179688,0.344772339,-0.029558159,-0.003002181,-0.020552946,Pothole
1492638968,40.44746546,-79.94418978,1.470000029,0.108840942,-0.875656128,0.398834229,-0.013630325,-0.053091981,0.033050095,Pothole
1492638968,40.44748706,-79.94419096,3.059999943,0.089599609,-0.938659668,0.342697144,-0.044044157,-0.038006238,0.00711064,Pothole
1492638968,40.44748706,-79.94419096,3.059999943,0.040237427,-0.893035889,0.395462036,0.022392657,-0.017167003,-0.011454788,Pothole
1492638969,40.44748706,-79.94419096,3.059999943,0.061813354,-0.947723389,0.404266357,-0.016959809,-0.007337275,-0.009750632,Pothole
1492638969,40.44748706,-79.94419096,3.059999943,0.071990967,-0.906295776,0.350509644,-0.039526903,-0.023145267,-0.003543602,Pothole
1492638969,40.44748706,-79.94419096,3.059999943,0.077072144,-0.918655396,0.363677979,-0.01396535,-0.022247781,-0.00328421,Pothole
1492638969,40.44748706,-79.94419096,3.059999943,0.042266846,-0.934371948,0.330383301,-0.024864337,-0.014727281,0.018975289,Pothole
1492638969,40.44752653,-79.9441931,4.789999962,0.073501587,-0.929916382,0.343215942,-0.016026903,-0.019043732,-0.006512228,Pothole
1492638970,40.44752653,-79.9441931,4.789999962,0.033325195,-0.932235718,0.34979248,-0.024844363,-0.029621009,0.009418003,Pothole
1492638970,40.44752653,-79.9441931,4.789999962,0.090957642,-0.939727783,0.322647095,-0.084209154,0.051599279,-0.043643884,Pothole
1492638970,40.44752653,-79.9441931,4.789999962,0.120605469,-0.916290283,0.320571899,-0.040509077,-0.031650338,-0.01419385,Pothole
1492638970,40.44758119,-79.94419608,6.480000019,0.065841675,-0.937332153,0.236480713,-0.052171858,0.000339287,-0.000535029,Pothole
1492638970,40.44758119,-79.94419608,6.480000019,0.068664551,-0.988800049,0.214096069,-0.010554107,-0.014825818,-0.014996793,Pothole
1492638971,40.44758119,-79.94419608,6.480000019,0.022216797,-0.921157837,0.310745239,-0.007725298,-0.064826667,0.061928615,Pothole
1492638971,40.44758119,-79.94419608,6.480000019,0.055999756,-0.98147583,0.270980835,-0.063070845,-0.062351792,-0.016478043,Pothole
1492638971,40.44758119,-79.94419608,6.480000019,0.115386963,-0.97013855,0.299453735,-0.023350863,-0.023252858,-0.018304705,Pothole
1492638971,40.44758119,-79.94419608,6.480000019,0.085632324,-0.89680481,0.112136841,-0.287364136,-0.176828037,0.046560045,Pothole
1492638971,40.44764584,-79.94419959,7.289999962,0.093658447,-0.908981323,0.299865723,0.067696756,-0.034477017,0.014642859,Pothole
1492638972,40.44764584,-79.94419959,7.289999962,0.043518066,-0.906173706,0.268188477,-0.045947252,-0.015656458,0.002768622,Pothole
1492638972,40.44764584,-79.94419959,7.289999962,-0.036392212,-0.952133179,0.379074097,-0.000101733,-0.09679259,0.032235168,Pothole
1492638972,40.44764584,-79.94419959,7.289999962,0.070770264,-0.905853271,0.27180481,-0.035494345,-0.033806966,0.007187339,Pothole
1492638972,40.44764584,-79.94419959,7.289999962,0.005432129,-0.986602783,0.294540405,0.035216843,-0.098088218,0.018739333,Pothole
1492638972,40.44772178,-79.94420372,8.229999542,0.10005188,-0.893859863,0.233139038,-0.02735386,-0.13809662,0.055519452,Pothole
1492638973,40.44772178,-79.94420372,8.229999542,0.090438843,-0.964645386,0.298248291,0.03119547,0.00511247,-0.01995187,Pothole
1492638973,40.44772178,-79.94420372,8.229999542,0.008117676,-1.01890564,0.337371826,0.004235758,-0.041503501,0.056659817,Pothole
1492638973,40.44772178,-79.94420372,8.229999542,0.122131348,-1.000167847,0.291824341,0.018680477,-0.013945377,0.02794881,Pothole
1492638973,40.44772178,-79.94420372,8.229999542,0.103485107,-0.944854736,0.357315063,-0.010089918,-0.049927613,0.009621468,Pothole
1492638973,40.4478022,-79.9442081,9.569999695,0.083557129,-0.937637329,0.343582153,-0.026210033,-0.018970495,0.0370981,Pothole
1492638974,40.4478022,-79.9442081,9.569999695,0.127914429,-0.91444397,0.248504639,-0.038886946,-0.034846398,0.021016069,Pothole
1492638974,40.4478022,-79.9442081,9.569999695,0.090942383,-0.974761963,0.261230469,-0.025482457,0.094831704,-0.031425833,Pothole
1492638974,40.4478022,-79.9442081,9.569999695,0.113739014,-0.929489136,0.280899048,-0.02713841,0.016127305,-0.031239679,Pothole
1492638974,40.4478022,-79.9442081,9.569999695,0.122283936,-0.972640991,0.224624634,0.001843973,-0.086164979,0.051419515,Pothole
1492638974,40.4478945,-79.94421312,10.72000027,0.045059204,-0.954483032,0.200149536,0.007990549,-0.023449666,0.025731462,Pothole
1492638975,40.4478945,-79.94421312,10.72000027,0.048614502,-0.96005249,0.228271484,0.028972263,-0.043794885,0.037727139,Pothole
1492638975,40.4478945,-79.94421312,10.72000027,0.042388916,-0.956451416,0.313812256,-0.08094758,-0.009047557,-0.004004063,Pothole
1492638975,40.4478945,-79.94421312,10.72000027,0.071685791,-0.936599731,0.286621094,-0.035326566,-0.011469968,0.007131413,Pothole
1492638975,40.4478945,-79.94421312,10.72000027,0.101287842,-0.920181274,0.223190308,-0.002516421,0.05319904,-0.020421119,Pothole
1492638975,40.44799551,-79.94421861,11.43000031,0.062484741,-0.914413452,0.211669922,0.036531912,-0.06086628,0.020789168,Pothole
1492638976,40.44799551,-79.94421861,11.43000031,0.102279663,-0.99810791,0.222045898,0.051447479,-0.069473883,0.015633022,Pothole
1492638976,40.44799551,-79.94421861,11.43000031,-0.007522583,-0.874267578,0.279708862,0.04426733,-0.054537012,0.003792608,Pothole
1492638976,40.44799551,-79.94421861,11.43000031,-0.01020813,-0.923934937,0.315551758,-0.024136495,-0.01472808,0.043505666,Pothole
1492638976,40.44799551,-79.94421861,11.43000031,0.137573242,-1.020065308,0.224853516,-0.037813159,0.093842873,-0.064602163,Pothole
1492638976,40.44809976,-79.94422428,11.94999981,0.127960205,-0.990722656,0.161682129,0.090890492,-0.05164615,0.02238813,Pothole
1492638977,40.44809976,-79.94422428,11.94999981,0.078125,-0.885116577,0.199798584,-0.074615648,-0.068649102,0.045260423,Pothole
1492638977,40.44809976,-79.94422428,11.94999981,0.110473633,-1.002471924,0.156646729,0.027418575,0.073215358,-0.018033862,Pothole
1492638977,40.44809976,-79.94422428,11.94999981,0.120117188,-0.968505859,0.168167114,0.003356648,0.025507757,0.002100968,Pothole
1492638977,40.44820922,-79.94423024,12.13000011,0.086029053,-0.882263184,0.236358643,-0.070620641,0.010025204,-0.047662328,Pothole
1492638977,40.44820922,-79.94423024,12.13000011,0.038085938,-0.928070068,0.1822052,-0.02792138,-0.006198507,0.01359091,Pothole
1492638978,40.44820922,-79.94423024,12.13000011,-0.054962158,-1.05821228,0.174179077,0.008504006,-0.096849581,0.02592614,Pothole
1492638978,40.44820922,-79.94423024,12.13000011,-0.031814575,-0.956756592,0.162994385,0.004653075,-0.013864417,-0.036167858,Pothole
1492638978,40.44820922,-79.94423024,12.13000011,0.092178345,-0.942901611,0.169326782,0.011134144,-0.034107637,0.023658724,Pothole
1492638978,40.44820922,-79.94423024,12.13000011,0.073455811,-0.951431274,0.195999146,0.013985857,0.094574177,-0.036352149,Pothole
1492638978,40.44831656,-79.94423607,11.92000008,0.085418701,-0.973022461,0.182388306,-0.00105328,-0.068064805,0.039614788,Pothole
1492638979,40.44831656,-79.94423607,11.92000008,0.093933105,-0.947174072,0.176803589,-0.010561298,-0.065876219,0.035246937,Pothole
1492638979,40.44831656,-79.94423607,11.92000008,0.084899902,-1.096206665,0.195205688,0.073050242,0.017602163,-0.036615003,Pothole
1492638979,40.44831656,-79.94423607,11.92000008,0.087173462,-0.928970337,0.191604614,-0.044508346,-0.002904443,-0.017507621,Pothole
1492638979,40.44831656,-79.94423607,11.92000008,0.048065186,-0.960525513,0.216323853,-0.040808683,-0.030581079,0.008190818,Pothole
1492638979,40.44838162,-79.94423961,11.71000004,0.157745361,-1.017166138,0.12588501,0.011526161,0.070126358,-0.0256521,Pothole
1492638980,40.44838162,-79.94423961,11.71000004,0.167800903,-1.013000488,0.125106812,-0.137284623,0.122154139,-0.017714016,Pothole
1492638980,40.44838162,-79.94423961,11.71000004,0.091522217,-0.891693115,0.192901611,-0.077038859,0.016462597,0.035420042,Pothole
1492638980,40.44838162,-79.94423961,11.71000004,0.168777466,-0.944671631,0.105331421,-0.019520971,0.119253158,-0.064480456,Pothole
1492638980,40.44838162,-79.94423961,11.71000004,0.148529053,-0.921600342,0.214782715,0.046270293,0.012471583,0.049487392,Pothole
